Company,Date,Amount Raised,Round,Investor,Description,Lead
Tonstarter,2023-03-09,1500000.0,Seed,Orbs,Launchpad on TON,False
Tonstarter,2023-03-09,1500000.0,Seed,Baboon VC,Launchpad on TON,False
Wildxyz,2023-03-09,7000000.0,Seed,Matrix Partners,Web3 art platform,True
Wildxyz,2023-03-09,7000000.0,Seed,Gwyneth Paltrow,Web3 art platform,False
Wildxyz,2023-03-09,7000000.0,Seed,Reid Hoffman,Web3 art platform,False
Wildxyz,2023-03-09,7000000.0,Seed,Kevin Lin,Web3 art platform,False
Gyroscope,2023-03-09,4500000.0,Seed,Placeholder,Fully-backed Stablecoins protocol,True
Gyroscope,2023-03-09,4500000.0,Seed,Galaxy,Fully-backed Stablecoins protocol,True
Gyroscope,2023-03-09,4500000.0,Seed,Maven11,Fully-backed Stablecoins protocol,False
Gyroscope,2023-03-09,4500000.0,Seed,Archetype,Fully-backed Stablecoins protocol,False
Gyroscope,2023-03-09,4500000.0,Seed,Robot Ventures,Fully-backed Stablecoins protocol,False
ECSA,2023-03-09,3000000.0,Pre-Seed,Y Combinator,"ECSA offers a seamless solution for converting Brazilian Real to BRLe, a fully collateralized stablecoin",False
ECSA,2023-03-09,3000000.0,Pre-Seed,Arca,"ECSA offers a seamless solution for converting Brazilian Real to BRLe, a fully collateralized stablecoin",False
Mauve,2023-03-09,15000000.0,None,Brevan Howard, compliant DEX built on Violet,False
Mauve,2023-03-09,15000000.0,None,Coinbase, compliant DEX built on Violet,False
Cubist,2023-03-09,7000000.0,Seed,Polychain Capital,Web3 development tools,True
Cubist,2023-03-09,7000000.0,Seed,Dao5,Web3 development tools,False
Cubist,2023-03-09,7000000.0,Seed,Polygon,Web3 development tools,False
Cubist,2023-03-09,7000000.0,Seed,Amplify Partners,Web3 development tools,False
Cubist,2023-03-09,7000000.0,Seed,Axelar,Web3 development tools,False
Cubist,2023-03-09,7000000.0,Seed,Blizzard ,Web3 development tools,False
Nealthy,2023-03-08,1300000.0,Pre-Seed,Don Geraldo,Index tokens for NFTs and cryptocurrencies,False
EtherMail,2023-03-08,4000000.0,pre-Series A,Draper Associates,Web 3.0 Email Solution ,True
EtherMail,2023-03-08,4000000.0,pre-Series A,MS&AD Ventures,Web 3.0 Email Solution ,False
Toku,2023-03-08,20000000.0,None,Blockchain Capital,token-based payroll and tax compliance solutio,True
Toku,2023-03-08,20000000.0,None,Protocol Labs,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,GMJP,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,OrangeDAO,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,Orrick,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,Reverie,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,Quantstamp,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,Next Web Capital,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,Nikil Viswanathan,token-based payroll and tax compliance solutio,False
Toku,2023-03-08,20000000.0,None,Joe Lau,token-based payroll and tax compliance solutio,False
Relai,2023-03-07,4500000.0,Seed+,Ego Death Capital,Bitcoin investment platform,True
Relai,2023-03-07,4500000.0,Seed+,Lightning Ventures,Bitcoin investment platform,False
Relai,2023-03-07,4500000.0,Seed+,Redalpine,Bitcoin investment platform,False
Relai,2023-03-07,4500000.0,Seed+,Fulgur Ventures,Bitcoin investment platform,False
Tensor,2023-03-07,3000000.0,Seed,Placeholder,NFT Marketplace,True
Tensor,2023-03-07,3000000.0,Seed,Solana Ventures,NFT Marketplace,False
Tensor,2023-03-07,3000000.0,Seed,Alliance DAO,NFT Marketplace,False
Tensor,2023-03-07,3000000.0,Seed,Big Brain Holdings,NFT Marketplace,False
Tensor,2023-03-07,3000000.0,Seed,Anatoly Yakovenko ,NFT Marketplace,False
Tensor,2023-03-07,3000000.0,Seed,Raj Gokal,NFT Marketplace,False
Kresus,2023-03-07,25000000.0,Series A,Liberty City Ventures,"Web3 app: wallet, exchange, guide",True
Kresus,2023-03-07,25000000.0,Series A,Franklin Templeton,"Web3 app: wallet, exchange, guide",False
Kresus,2023-03-07,25000000.0,Series A,JetBlue Technology Ventures,"Web3 app: wallet, exchange, guide",False
Kresus,2023-03-07,25000000.0,Series A,Marc Benioff,"Web3 app: wallet, exchange, guide",False
Believer,2023-03-07,55000000.0,Series A,Lightspeed Venture Partners,Gaming platform,True
Believer,2023-03-07,55000000.0,Series A,a16z,Gaming platform,False
Scroll,2023-03-06,50000000.0,None,Polychain Capital,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,True
Scroll,2023-03-06,50000000.0,None,Bain Crypto,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,True
Scroll,2023-03-06,50000000.0,None,Robot Ventures ,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,False
Scroll,2023-03-06,50000000.0,None,Santiago R. Santos,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,False
Scroll,2023-03-06,50000000.0,None,Anthony Sassano,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,False
Scroll,2023-03-06,50000000.0,None,Ying Tong,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,False
Scroll,2023-03-06,50000000.0,None,Carlos Aria,zkEVM-based zkRollup on Ethereum that enables native compatibility for existing Ethereum applications and tools,False
DigiFT,2023-03-03,10500000.0,pre-Series A,Shanda Group,Decentralized exchange for asset-backed tokens,True
DigiFT,2023-03-03,10500000.0,pre-Series A,Hashkey Capital,Decentralized exchange for asset-backed tokens,False
DigiFT,2023-03-03,10500000.0,pre-Series A,Hash Global,Decentralized exchange for asset-backed tokens,False
DigiFT,2023-03-03,10500000.0,pre-Series A,North Beta Capital,Decentralized exchange for asset-backed tokens,False
Republik,2023-03-03,3500000.0,Seed,Sora Ventures,Web3 content creation platform,False
Metrika,2023-03-02,4000000.0,Series A+,M12,blockchain operational intelligence and risk management platform,True
Metrika,2023-03-02,4000000.0,Series A+,Nyca Partners,blockchain operational intelligence and risk management platform,False
Insrt Finance,2023-03-02,2200000.0,Pre-Seed,HashKey Capital,Fractional NFT spot exposure combined with passive yield farming,True
Insrt Finance,2023-03-02,2200000.0,Pre-Seed,Infinite Capital,Fractional NFT spot exposure combined with passive yield farming,True
Insrt Finance,2023-03-02,2200000.0,Pre-Seed,Sky9 Capital,Fractional NFT spot exposure combined with passive yield farming,False
Insrt Finance,2023-03-02,2200000.0,Pre-Seed,Hamzah Khan,Fractional NFT spot exposure combined with passive yield farming,False
Few and Far,2023-03-02,10500000.0,None,Pantera Capital,NFT marketplace,True
Few and Far,2023-03-02,10500000.0,None,Cypher Capital,NFT marketplace,False
Few and Far,2023-03-02,10500000.0,None,Huobi Ventures,NFT marketplace,False
Few and Far,2023-03-02,10500000.0,None,Hypersphere Ventures,NFT marketplace,False
Few and Far,2023-03-02,10500000.0,None,Metaweb,NFT marketplace,False
Few and Far,2023-03-02,10500000.0,None,Mantis Partners,NFT marketplace,False
Few and Far,2023-03-02,10500000.0,None,K5 Global,NFT marketplace,False
Redeem,2023-03-01,2500000.0,Pre-Seed,Kenetic Capital,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,True
Redeem,2023-03-01,2500000.0,Pre-Seed,Monochrome Capital,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Redeem,2023-03-01,2500000.0,Pre-Seed,VC3 DAO,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Redeem,2023-03-01,2500000.0,Pre-Seed,The Fund,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Redeem,2023-03-01,2500000.0,Pre-Seed,Flyover Capital,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Redeem,2023-03-01,2500000.0,Pre-Seed,CMT Digital,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Redeem,2023-03-01,2500000.0,Pre-Seed,KCRise,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Redeem,2023-03-01,2500000.0,Pre-Seed,KESTREL 0x1,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,False
Impossible Cloud,2023-03-01,7000000.0,Seed,HV Capital,Decentralized storage,True
Impossible Cloud,2023-03-01,7000000.0,Seed,1kx,Decentralized storage,True
Impossible Cloud,2023-03-01,7000000.0,Seed,Protocol Labs,Decentralized storage,False
Impossible Cloud,2023-03-01,7000000.0,Seed,TS Ventures,Decentralized storage,False
Impossible Cloud,2023-03-01,7000000.0,Seed,Very Early Ventures,Decentralized storage,False
Conflux,2023-03-01,10000000.0,Strategic ,DWF Labs,PoW/PoS Hybrid Blockchain,True
Helika,2023-03-01,4000000.0,Seed,Diagram Ventures,Web3 gaming and NFT analytics platform,True
Helika,2023-03-01,4000000.0,Seed,Fenbushi Capital,Web3 gaming and NFT analytics platform,False
Helika,2023-03-01,4000000.0,Seed,Sfermion,Web3 gaming and NFT analytics platform,False
Helika,2023-03-01,4000000.0,Seed,Big Brain Holdings,Web3 gaming and NFT analytics platform,False
Helika,2023-03-01,4000000.0,Seed,Builder Capital,Web3 gaming and NFT analytics platform,False
Helika,2023-03-01,4000000.0,Seed,Sparkle Ventures,Web3 gaming and NFT analytics platform,False
Mangrove,2023-02-28,7400000.0,Series A,Cumberland,order book-based DEX,True
Mangrove,2023-02-28,7400000.0,Series A,Greenfield Capital,order book-based DEX,True
Mangrove,2023-02-28,7400000.0,Series A,CMT Digital,order book-based DEX,False
Mangrove,2023-02-28,7400000.0,Series A,gumi Cryptos Capital,order book-based DEX,False
Wakweli,2023-02-28,1100000.0,Seed,Summit.io,An infrastructure protocol that issues certificates of authenticity for NFTs & Tokenized Assets,True
Wakweli,2023-02-28,1100000.0,Seed,FunFair Ventures,An infrastructure protocol that issues certificates of authenticity for NFTs & Tokenized Assets,False
Portal,2023-02-28,5300000.0,None,Slow Ventures,Web3 wallet infrastructure,False
Portal,2023-02-28,5300000.0,None,Haun Ventures,Web3 wallet infrastructure,False
Portal,2023-02-28,5300000.0,None,Acrew Capital,Web3 wallet infrastructure,False
Portal,2023-02-28,5300000.0,None,Chapter One,Web3 wallet infrastructure,False
Portal,2023-02-28,5300000.0,None,William Hockey,Web3 wallet infrastructure,False
Portal,2023-02-28,5300000.0,None,Henrique Dubagras,Web3 wallet infrastructure,False
Portal,2023-02-28,5300000.0,None,Diogo Monica,Web3 wallet infrastructure,False
Ether.Fi,2023-02-28,5300000.0,None,North Island VC,Non-custodial liquidate staking platform,True
Ether.Fi,2023-02-28,5300000.0,None,Chapter One,Non-custodial liquidate staking platform,True
Ether.Fi,2023-02-28,5300000.0,None,Node Capital,Non-custodial liquidate staking platform,True
Ether.Fi,2023-02-28,5300000.0,None,Arthur Hayes,Non-custodial liquidate staking platform,False
Ether.Fi,2023-02-28,5300000.0,None,Arrington XRP Capital,Non-custodial liquidate staking platform,False
Ether.Fi,2023-02-28,5300000.0,None,Version One Ventures,Non-custodial liquidate staking platform,False
Ether.Fi,2023-02-28,5300000.0,None,Purpose Investment,Non-custodial liquidate staking platform,False
Term Labs,2023-02-28,2500000.0,Seed,Electric Capital,Fixed rate lending on-chain at scale,True
Term Labs,2023-02-28,2500000.0,Seed,Coinbase Ventures,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,OWC,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,Circle Ventures,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,MEXC Global,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,Robot Ventures,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,Fernando Martinelli,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,Varun Kumar,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,Shreyas Hariharan,Fixed rate lending on-chain at scale,False
Term Labs,2023-02-28,2500000.0,Seed,0xMaharishi,Fixed rate lending on-chain at scale,False
Fluus,2023-02-28,600000.0,Pre-Seed,FHS Capital,Crypto payments,False
Fluus,2023-02-28,600000.0,Pre-Seed,Encryptus.io,Crypto payments,False
Avalon Corp,2023-02-28,13000000.0,None,Bitkraft VC,Web3 gaming,True
Avalon Corp,2023-02-28,13000000.0,None,Hashed,Web3 gaming,False
Avalon Corp,2023-02-28,13000000.0,None,Delphi Digital ,Web3 gaming,False
Avalon Corp,2023-02-28,13000000.0,None,Mechanism Capital,Web3 gaming,False
Avalon Corp,2023-02-28,13000000.0,None,Coinbase Ventures,Web3 gaming,False
Avalon Corp,2023-02-28,13000000.0,None,Kevin Lin,Web3 gaming,False
Avalon Corp,2023-02-28,13000000.0,None,Charlie Songhurst,Web3 gaming,False
Lifeform,2023-02-25,5000000.0,Series A,GeekCartel,DID NFT Avatar,True
Lifeform,2023-02-25,5000000.0,Series A,DHVC,DID NFT Avatar,False
Lifeform,2023-02-25,5000000.0,Series A,SevenX Ventures,DID NFT Avatar,False
Lifeform,2023-02-25,5000000.0,Series A,Foreseight Ventures,DID NFT Avatar,False
Lifeform,2023-02-25,5000000.0,Series A,KuCoin Labs,DID NFT Avatar,False
Lifeform,2023-02-25,5000000.0,Series A,K24 Ventures,DID NFT Avatar,False
Lifeform,2023-02-25,5000000.0,Series A,Another World,DID NFT Avatar,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Big Brain Holdings,Margin trading and spot exchang,True
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Mirana Ventures,Margin trading and spot exchang,True
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Zeta,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Hedge,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Pontem Network,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Brilliance Ventures,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Builder VC,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Marin Digital Ventures,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,0xSoju,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Switchboardxyz,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Coral DeFi,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Aptos Monkeys,Margin trading and spot exchang,False
Tsunami Finance,2023-02-24,1300000.0,Pre-Seed,Time Research,Margin trading and spot exchang,False
NeoSwap AI,2023-02-24,2000000.0,Pre-Seed,DACM,AI-powered trading platform for web3 projects,True
NeoSwap AI,2023-02-24,2000000.0,Pre-Seed,Angelhub,AI-powered trading platform for web3 projects,True
NeoSwap AI,2023-02-24,2000000.0,Pre-Seed,Gossamer Capital,AI-powered trading platform for web3 projects,False
NeoSwap AI,2023-02-24,2000000.0,Pre-Seed,Cavalry Asset Management,AI-powered trading platform for web3 projects,False
NeoSwap AI,2023-02-24,2000000.0,Pre-Seed,Stacks Ventures,AI-powered trading platform for web3 projects,False
NeoSwap AI,2023-02-24,2000000.0,Pre-Seed,Dhuna Ventures,AI-powered trading platform for web3 projects,False
Affine,2023-02-23,5100000.0,Seed,Jump Crypto,cross-chain investment and savings app,True
Affine,2023-02-23,5100000.0,Seed,Hack VC,cross-chain investment and savings app,True
Affine,2023-02-23,5100000.0,Seed,Circle Ventures,cross-chain investment and savings app,False
Affine,2023-02-23,5100000.0,Seed,Coinbase,cross-chain investment and savings app,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Kain Warwick,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,1inch,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Robot Ventures ,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Santiago R Santos,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Bodhi Ventures,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,BootNode,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Marin Ventures,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Factor,Lending & trading protocol,False
Ammalgam,2023-02-23,750000.0,Pre-Seed,Zeal Capital,Lending & trading protocol,False
Huma Finance,2023-02-23,9300000.0,Seed,Race Capital,income-backed lending protocol.,True
Huma Finance,2023-02-23,9300000.0,Seed,Distributed Global,income-backed lending protocol.,True
Huma Finance,2023-02-23,9300000.0,Seed,ParaFi,income-backed lending protocol.,False
